first_name,last_name,baker_age,baker_occupation,hometown,series,episode,signature_bake,show_stopper,result,technical
Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",5,1,Coffee and Hazelnut Swiss Roll,Jaffa Orange Cakes,STAR BAKER,1
Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",5,1,Black Forest Swiss Roll,Almond and Raspberry Mini Cakes,IN,11
Richard,Burr,38,Builder,"Mill Hill, London",5,1,Pistachio and Strawberry Swiss Roll,Miniature Coffee & Walnut Cakes,IN,10
Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",5,2,Fenugreek and Carom Crackers,Day On The Beach,IN,8
Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",5,2,NA,NA,NA,NA
Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",5,2,Parmesan Triangles,"Express, First Class",IN,7
Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",5,2,Pumpkin and Sunflower Savoury Biscuits,Space Adventure Moon Scene,OUT,9
Iain,Watters,31,Construction Engineer,London/Belfast,5,2,Za'atar and Fig Biscuits,Wild West Scene,IN,11
Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",5,2,"Sourdough, Parmesan and Chilli Biscuits",Monster Attack,IN,6
Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",5,2,Parmesan and Apple Biscuits,Tea Time,IN,4
Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",5,2,Black Olive and Rosemary Biscuits with Caramelised Onion Glaze,George Versus The Dragon,IN,3
Martha,Collison,17,Student,"Ascot, Berkshire",5,2,Caramelised Onion and Goat's Cheese Sandwich Biscuits,Ski Village Scene,IN,5
Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",5,2,Fennel and Rye Thins,Hansel and Gretel Scene,IN,2
Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",5,2,Farthing Biscuits,Zulu Boats at Dawn,IN,10
Richard,Burr,38,Builder,"Mill Hill, London",5,2,Rosemary Seeded Crackers,Pirates!,STAR BAKER,1
Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",5,3,Onion and Pine Nut Rolls,Rolled and Filled Twin Loaf,IN,8
Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",5,3,NA,NA,NA,NA
Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",5,3,Rustic Picnic Rolls,Sharing Savoury Pinwheel,IN,7
Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",5,3,NA,NA,NA,NA
Iain,Watters,31,Construction Engineer,London/Belfast,5,3,Cranberry and Walnut Rye Bread Rolls,Moroccan Plaited with a Bessara Dip,IN,9
Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",5,3,Rye and Spelt Bread Rolls,Strawberry Raspberry Cheesecake Brioche,OUT,10
Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",5,3,Orange and Cardamom Rye Bread Knots,"Prosciutto, Olive and Coriander Bread",IN,1
Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",5,3,Opposites Attract Rolls,Roscón de Reyes,STAR BAKER,2
Martha,Collison,17,Student,"Ascot, Berkshire",5,3,Date and Walnut Rye Rolls,Stuffed Sunflower Loaf,IN,3
Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",5,3,Cider and Walnut Crusty Rolls,'Full English' Stromboli,IN,5
Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",5,3,Rye Bread Rolls,Chicken and Roasted Vegetable Picnic Loaf,IN,4
Richard,Burr,38,Builder,"Mill Hill, London",5,3,Rye and Cranberry Rolls,Pesto Pinwheel,IN,6
Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",5,4,"Rhubarb, Strawberry and Orange Puddings","Mango, Raspberry and Coconut Baked Alaska",IN,3
Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",5,4,NA,NA,NA,NA
Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",5,4,Orange and Lemon Curd Pots,Raspberry Ripple Alaska Swan,IN,9
Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",5,4,NA,NA,NA,NA
Iain,Watters,31,Construction Engineer,London/Belfast,5,4,"Chocolate, Lime and Raspberry Fondants","Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)",OUT,6
Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",5,4,NA,NA,NA,NA
Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",5,4,Chocolate and Salted Caramel Molten Puddings,"Pistachio, Raspberry and Chocolate Baked Alaska",IN,7
Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",5,4,Pears in Puddings,Bakewell Alaska,IN,2
Martha,Collison,17,Student,"Ascot, Berkshire",5,4,Peanut Butter Chocolate Fondants,Key Lime Baked Alaska,IN,1
Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",5,4,Pistachio Puddings with Chocolate Sauce,Summer Pudding Alaska,IN,4
Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",5,4,Mini Sticky Toffee Puddings,Baked Alaska with Strawberry Surprise,IN,8
Richard,Burr,38,Builder,"Mill Hill, London",5,4,Black Forest Chocolate Fondants,Tiramisu Baked Alaska,STAR BAKER,5
Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",5,5,Rice Custard Tart with Mangoes and Raspberries,Fusion Tiered Pies,IN,2
Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",5,5,NA,NA,NA,NA
Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",5,5,NA,NA,WD,NA
Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",5,5,NA,NA,NA,NA
Iain,Watters,31,Construction Engineer,London/Belfast,5,5,NA,NA,NA,NA
Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",5,5,NA,NA,NA,NA
Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",5,5,Rhubarb and Custard Tart,"Rhubarb, Prune and Apple Pies",STAR BAKER,3
Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",5,5,Tropical Manchester Tart,Four Fruity Seasons Tower,IN,6
Martha,Collison,17,Student,"Ascot, Berkshire",5,5,"Pistachio, Apricot and Honey Custard Tart",Three Little Pigs Pie,IN,1
Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",5,5,Chocolate Crusted Passion Fruit Tart,Trio of Apple Pies,IN,4
Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",5,5,Tarte au Citron,Pieful Tower,OUT,5
Richard,Burr,38,Builder,"Mill Hill, London",5,5,Fig and Orange Tart,Three Course Autumn Pie Feast,IN,7
Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",5,6,Orange Savarin with Cinnamon Cream,Almond Liqueur Dobos Torte with Chocolate Caramel Buttercream,STAR BAKER,2
Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",5,6,NA,NA,NA,NA
Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",5,6,NA,NA,IN,NA
Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",5,6,NA,NA,NA,NA
Iain,Watters,31,Construction Engineer,London/Belfast,5,6,NA,NA,NA,NA
Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",5,6,NA,NA,NA,NA
Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",5,6,"Pecan, Chocolate and Sour Cherry Yeast Cake",Trio of Dobos Tortes,IN,6
Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",5,6,Apple and Cinnamon Kugelhopf with Honeyed Apples,The Cage on the Rocky Hill,IN,3
Martha,Collison,17,Student,"Ascot, Berkshire",5,6,Dark Chocolate and Almond Liqueur Savarin,Chess-Themed Chocolate and Salted Caramel Dobos Torte,IN,4
Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",5,6,Rum Punch Savarin with Coconut Cream and Tropical Fruits,Chocolate and Caramel Dobos Torte,IN,1
Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",5,6,NA,NA,NA,NA
Richard,Burr,38,Builder,"Mill Hill, London",5,6,Fruity Guglhupf with an Orange Glaze,Sugar Forest Dobos Torte,IN,5
Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",5,7,Crispy Lentil Kachori,Chocolate and Mango & Lemon Meringue Éclairs,IN,6
Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",5,7,NA,NA,NA,NA
Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",5,7,NA,NA,IN,NA
Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",5,7,NA,NA,NA,NA
Iain,Watters,31,Construction Engineer,London/Belfast,5,7,NA,NA,NA,NA
Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",5,7,NA,NA,NA,NA
Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",5,7,Spinach and Paneer Spicy Samosa,Neapolitan & Lemon Meringue Éclairs,OUT,4
Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",5,7,Childhood Empanadas,"Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)",IN,5
Martha,Collison,17,Student,"Ascot, Berkshire",5,7,Mini Beef Wellingtons,Rhubarb and Custard & Maple Syrup and Bacon Éclairs,IN,3
Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",5,7,Spicy Duck Pasties,Smoked Salmon and Horseradish & Raspberry Ripple Éclairs,IN,2
Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",5,7,NA,NA,NA,NA
Richard,Burr,38,Builder,"Mill Hill, London",5,7,Minted Lamb Pasties,"Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)",STAR BAKER,1
Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",5,8,Date and Walnut Swirl Bread,Chocolate Mousse Filled DoughnutsBraided Doughnuts,IN,1
Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",5,8,NA,NA,NA,NA
Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",5,8,NA,NA,IN,NA
Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",5,8,NA,NA,NA,NA
Iain,Watters,31,Construction Engineer,London/Belfast,5,8,NA,NA,NA,NA
Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",5,8,NA,NA,NA,NA
Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",5,8,NA,NA,NA,NA
Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",5,8,Black Forest Cherry Tree,"Cocktail Doughnuts
(Mudslide & Raspberry Mojito)",IN,2
Martha,Collison,17,Student,"Ascot, Berkshire",5,8,Spiced Plum Iced Bread Swirl,Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts,OUT,5
Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",5,8,Lincolnshire Plum Braid,"Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)",IN,3
Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",5,8,NA,NA,NA,NA
Richard,Burr,38,Builder,"Mill Hill, London",5,8,Fruit Swedish Tea Ring,Rhubarb and Custard and Toffee Apple Doughnuts,STAR BAKER,4
Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",5,9,Chocolate Orange Baklava Masala Chai Baklava,"Chocolate, Orange & Nut EntremetsCappuccino Entremets",OUT,4
Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",5,9,NA,NA,NA,NA
Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",5,9,NA,NA,IN,NA
Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",5,9,NA,NA,NA,NA
Iain,Watters,31,Construction Engineer,London/Belfast,5,9,NA,NA,NA,NA
Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",5,9,NA,NA,NA,NA
Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",5,9,NA,NA,NA,NA
Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",5,9,Indian Rose BaklavaHalwa Baklava Rolls,"Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges",IN,1
Martha,Collison,17,Student,"Ascot, Berkshire",5,9,NA,NA,NA,NA
Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",5,9,Coffee and Chocolate BaklavaBreakfast Baklava,Raspberry NonnettesLime and Passion Fruit Entremets,IN,3
Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",5,9,NA,NA,NA,NA
Richard,Burr,38,Builder,"Mill Hill, London",5,9,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets,STAR BAKER,2
Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",5,10,NA,NA,NA,NA
Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",5,10,NA,NA,NA,NA
Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",5,10,NA,NA,IN,NA
Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",5,10,NA,NA,NA,NA
Iain,Watters,31,Construction Engineer,London/Belfast,5,10,NA,NA,NA,NA
Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",5,10,NA,NA,NA,NA
Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",5,10,NA,NA,NA,NA
Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",5,10,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate,Runner-up,2
Martha,Collison,17,Student,"Ascot, Berkshire",5,10,NA,NA,NA,NA
Nancy,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",5,10,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill,WINNER,1
Norman,Calder,66,Retired Naval Officer,"Portknockie, Moray",5,10,NA,NA,NA,NA
Richard,Burr,38,Builder,"Mill Hill, London",5,10,Pear Pain au ChocolatPain Au Lait,Mill on the Hill,Runner-up,3
Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",6,1,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau,IN,2
Dorret,Conway,53,Accountant,"Penwortham, Lancashire",6,1,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau,IN,5
Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",6,1,Blood Orange Madeira Cake,Black Forest Gâteau,IN,6
Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",6,1,Somewhere West of Madeira Cake,Black Forest Cherry Tree,IN,8
Marie,Campbell,66,Retired,"Auchterarder, Perthshire",6,1,Zingy Citrus Madeira Cake,A Walk in the Black Forest,STAR BAKER,3
Mat,Riley,37,Fire fighter,London,6,1,Gin and Tonic Madeira Cake,Black Forest Gateau,IN,7
Nadiya,Hussain,30,Full-time mother,Leeds / Luton,6,1,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau,IN,12
Paul,Jagger,49,Prison governor,"Swansea, Wales",6,1,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation,IN,10
Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",6,1,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau,IN,9
Stu,Henshall,35,Professional musician,"Guildford, Surrey",6,1,Marley Madeira Cake,Purple Forest Gâteau,OUT,11
Tamal,Ray,29,Trainee anaesthetist,Manchester,6,1,Pistachio and Rose Madeira Cake,Black Forest Gâteau in a Chocolate Shell,IN,4
Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",6,1,Lemon and Thyme Madeira Cake,Falling Cup Gâteau,IN,1
Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",6,2,"Jackfruit, Pistachio and Macadamia Biscotti",Gingerbread Box filled with Brandy Snaps,IN,6
Dorret,Conway,53,Accountant,"Penwortham, Lancashire",6,2,Almond and Apricot Biscotti with Amber Sugar Crystals,Box of Frogs,IN,1
Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",6,2,Wedding Biscotti,Honey and Earl Grey Tea Box,IN,2
Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",6,2,"Orange, Rosemary and Almond Biscotti",Sandwich de la Confiture,STAR BAKER,3
Marie,Campbell,66,Retired,"Auchterarder, Perthshire",6,2,Biscotti Italiano,Russian Box,OUT,11
Mat,Riley,37,Fire fighter,London,6,2,"Pistachio, Cranberry and White Chocolate Biscotti",Gingerbread Fire Engine,IN,5
Nadiya,Hussain,30,Full-time mother,Leeds / Luton,6,2,"Coconut, Fennel and Pistachio Biscotti",Box of Fortunes,IN,9
Paul,Jagger,49,Prison governor,"Swansea, Wales",6,2,"Chocolate, Hazelnut and Fig Biscotti",Memory Box,IN,10
Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",6,2,Chocolate Chunk and Hazelnut Biscotti,Sundried Tomato Cheese Biscuit Box,IN,4
Stu,Henshall,35,Professional musician,"Guildford, Surrey",6,2,NA,NA,NA,NA
Tamal,Ray,29,Trainee anaesthetist,Manchester,6,2,"Cinnamon, Maple and Cranberry Biscotti",Chessboard Box,IN,8
Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",6,2,White Wine Biscotti,Baby Climbing into the Cookie Box,IN,7
Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",6,3,"Prosciutto, Manchego and Balsamic Onion Soda Breads",Cornucopia,IN,4
Dorret,Conway,53,Accountant,"Penwortham, Lancashire",6,3,Walnut and Stilton Soda Breads,Unmade Bread,OUT,6
Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",6,3,Fig and Hazelnut Rye Breads,Herb Couture,IN,2
Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",6,3,Wild Garlic Pesto Soda Breads,Flour Power,STAR BAKER,1
Marie,Campbell,66,Retired,"Auchterarder, Perthshire",6,3,NA,NA,NA,NA
Mat,Riley,37,Fire fighter,London,6,3,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",Curry Inspired Brighton Pavilion,IN,8
Nadiya,Hussain,30,Full-time mother,Leeds / Luton,6,3,Mexican Bread with Warm Tomato Salsa,Snake Charmer's Basket,IN,9
Paul,Jagger,49,Prison governor,"Swansea, Wales",6,3,Cranberry and Orange Sweet Soda Breads,King of the Jungle,IN,10
Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",6,3,Soda Breads with Smoked Bacon and Onion,Basket of Bread Flowers with a Walnut and Blue Cheese Centre,IN,7
Stu,Henshall,35,Professional musician,"Guildford, Surrey",6,3,NA,NA,NA,NA
Tamal,Ray,29,Trainee anaesthetist,Manchester,6,3,"Fig, Cheese and Walnut Breads",Breadcycle,IN,3
Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",6,3,Chocolate Quick Breads with Salted Caramel Sauce,Easter Basket,IN,5
Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",6,4,Blackberry Crème Brûlées,Tower of Fruits Cheesecakes,IN,9
Dorret,Conway,53,Accountant,"Penwortham, Lancashire",6,4,NA,NA,NA,NA
Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",6,4,Rhubarb and Ginger Crème Brûlées,Elderflower and Granola Cheesecakes,IN,3
Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",6,4,Pomegranate Two Ways Crème Brûlées,Trio of Spicy and Herby Baked Cheesecakes,STAR BAKER,4
Marie,Campbell,66,Retired,"Auchterarder, Perthshire",6,4,NA,NA,NA,NA
Mat,Riley,37,Fire fighter,London,6,4,Coconut Crème Brûlées,Chocolate Bar Cheesecakes,IN,7
Nadiya,Hussain,30,Full-time mother,Leeds / Luton,6,4,Cinnamon Tea Crème Brûlées,Fizzy Pop Cheesecakes,IN,8
Paul,Jagger,49,Prison governor,"Swansea, Wales",6,4,Almond Crème Brûlées,Berry Cheesecake Tower,IN,1
Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",6,4,Pontefract Crème Brûlées,"Cassata, Whisky and Orange & Apple Pie Cheesecakes",OUT,6
Stu,Henshall,35,Professional musician,"Guildford, Surrey",6,4,NA,NA,NA,NA
Tamal,Ray,29,Trainee anaesthetist,Manchester,6,4,Rhubarb and Ginger Crème Brûlées,"Mango, Hazelnut and Rosemary Cheesecake Trio",IN,5
Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",6,4,Marula Fruit and Coffee Liqueur Crème Brûlées,"Lime, Coconut and Hazelnut Cheesecakes",IN,2
Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",6,5,Pineapple Upside Down Cake,"Buko Pandan, Mango and Passion Fruit Ice Cream Roll",IN,8
Dorret,Conway,53,Accountant,"Penwortham, Lancashire",6,5,NA,NA,NA,NA
Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",6,5,"Pistachio, Apple and Cardamom Madeleine Cake",Chocolate and Pear Bûche,IN,3
Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",6,5,Honey and Flowers Cake,Dessert Island,IN,5
Marie,Campbell,66,Retired,"Auchterarder, Perthshire",6,5,NA,NA,NA,NA
Mat,Riley,37,Fire fighter,London,6,5,Sugar Free Carrot Cake,Raspberry and Coconut Ice Cream Roll,IN,4
Nadiya,Hussain,30,Full-time mother,Leeds / Luton,6,5,Naked Blueberry and Caraway Crunch Cake,Chocolate and Strawberry Lime Ice Cream Roll,STAR BAKER,1
Paul,Jagger,49,Prison governor,"Swansea, Wales",6,5,Carrot & Pecan Cake,Dessert Island Getaway,IN,2
Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",6,5,NA,NA,NA,NA
Stu,Henshall,35,Professional musician,"Guildford, Surrey",6,5,NA,NA,NA,NA
Tamal,Ray,29,Trainee anaesthetist,Manchester,6,5,Honey and Grapefruit Polenta Cake,Passion Fruit and Pineapple Ice Cream Roll,IN,7
Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",6,5,Chocolate and Hazelnut Sugar-Free Cake,"Chocolate, Peanut Butter and Grape Jam Roll",OUT,6
Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",6,6,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,OUT,6
Dorret,Conway,53,Accountant,"Penwortham, Lancashire",6,6,NA,NA,NA,NA
Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",6,6,Apricot and Rosemary Frangipane Tart,Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents,IN,2
Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",6,6,Pear and Raspberry Frangipane Tart,vol-au-vents Terre et Mer,IN,3
Marie,Campbell,66,Retired,"Auchterarder, Perthshire",6,6,NA,NA,NA,NA
Mat,Riley,37,Fire fighter,London,6,6,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents,STAR BAKER,1
Nadiya,Hussain,30,Full-time mother,Leeds / Luton,6,6,"Bay Leaf, Rong Tea and Pear Tart",Bengali Korma and Clementine with Cod Vol-au-vents,IN,4
Paul,Jagger,49,Prison governor,"Swansea, Wales",6,6,Christmas Frangipane Tart,Savoury and Sweet Bouchées,IN,5
Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",6,6,NA,NA,NA,NA
Stu,Henshall,35,Professional musician,"Guildford, Surrey",6,6,NA,NA,NA,NA
Tamal,Ray,29,Trainee anaesthetist,Manchester,6,6,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,IN,7
Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",6,6,NA,NA,NA,NA
Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",6,7,NA,NA,NA,NA
Dorret,Conway,53,Accountant,"Penwortham, Lancashire",6,7,NA,NA,NA,NA
Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",6,7,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe",IN,4
Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",6,7,Roadkill Pie,Victoria's Crown Charlotte Russe,IN,5
Marie,Campbell,66,Retired,"Auchterarder, Perthshire",6,7,NA,NA,NA,NA
Mat,Riley,37,Fire fighter,London,6,7,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe,OUT,6
Nadiya,Hussain,30,Full-time mother,Leeds / Luton,6,7,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe,IN,1
Paul,Jagger,49,Prison governor,"Swansea, Wales",6,7,Not a Boaring Pie,Charlotte Rose,IN,2
Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",6,7,NA,NA,NA,NA
Stu,Henshall,35,Professional musician,"Guildford, Surrey",6,7,NA,NA,NA,NA
Tamal,Ray,29,Trainee anaesthetist,Manchester,6,7,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",STAR BAKER,3
Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",6,7,NA,NA,NA,NA
Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",6,8,NA,NA,NA,NA
Dorret,Conway,53,Accountant,"Penwortham, Lancashire",6,8,NA,NA,NA,NA
Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",6,8,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne,IN,3
Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",6,8,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions,IN,2
Marie,Campbell,66,Retired,"Auchterarder, Perthshire",6,8,NA,NA,NA,NA
Mat,Riley,37,Fire fighter,London,6,8,NA,NA,NA,NA
Nadiya,Hussain,30,Full-time mother,Leeds / Luton,6,8,Rose Pistachio and Mocha Hazelnut Horns,Bubble Gum and Peppermint Cream Religieuse à l'ancienne,STAR BAKER,1
Paul,Jagger,49,Prison governor,"Swansea, Wales",6,8,Café Tipple & Banana Crunch-away Horns,Religieuse à l'ancienne,OUT,5
Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",6,8,NA,NA,NA,NA
Stu,Henshall,35,Professional musician,"Guildford, Surrey",6,8,NA,NA,NA,NA
Tamal,Ray,29,Trainee anaesthetist,Manchester,6,8,Lime & Mascarpone and Malt Cream Horns,Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne,IN,4
Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",6,8,NA,NA,NA,NA
Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",6,9,NA,NA,NA,NA
Dorret,Conway,53,Accountant,"Penwortham, Lancashire",6,9,NA,NA,NA,NA
Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",6,9,Passion Fruit and Chocolate Tart,Cocoa Carousel,OUT,1
